structure_id;structure_nr;structure_name;structure_cs;structure_inspection_date;structure_construction_year;element_id;element_nr;element_name;element_type_nr;element_type_name;element_bauart_nr;element_bauart_name;element_cs;element_inspection_date;element_extent;element_extent_unit;element_construction_year;element_cost_relevant;structure_of_element_relevant;element_cs_approx;element_typ_general_nr;element_dmg_process;element_dmg_process_scenario;element_expected_lifetime;element_repair_amounts;element_iv_strategy;element_det_speed_increase;element_has_no_error;element_is_used
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;abd0d511-333f-43c4-bf39-b27308d3281a;APCUSTZ;Appui culée St-Maurice axe Z;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;204e4b0c-e9a9-4297-ac17-dceb46b8642f;APPAAX;Appui palée A axe X;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;e6782e26-4b3e-42e6-9b70-d4111ca2ea1b;APPAAY;Appui palée A axe Y;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;8e5e9692-ad7e-41ce-aed4-3c03277c883e;APPAAZ;Appui palée A axe Z;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;98a4c398-428b-44a3-b936-4db4fe8f489b;APPABZ;Appui palée B axe Z;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;8088497c-d69c-42c3-8baa-f57a35145979;APPABX;Appui palée B axe X;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;84025f50-1619-4337-a48f-6a4360590d1a;APPADX;Appui palée D axe X;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;d28f1292-5015-466b-b00a-c94b96f26462;APPADY;Appui palée D axe Y;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;4bf37c88-c512-44a9-bf80-d03d76f0cdd0;ENTB;Entretoise sur palée B;3816;Querträger;1125;Spannbetonkonstruktion;2;43691;28;m²;0;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;cbbb06a3-1b40-4343-90b8-ce77327c73f6;ENTC;Entretoise sur palée C;3816;Querträger;1125;Spannbetonkonstruktion;2;43691;28;m²;0;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;483e0790-b59e-4f62-b886-f6f30216c285;ENTD;Entretoise sur palée D;3816;Querträger;1125;Spannbetonkonstruktion;3;43691;28;m²;0;TRUE;TRUE;3;10;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;9fa273a0-7472-e947-8b39-6dc50b132513;APCULSX;Appui culée Lausanne axe X;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;a0845619-d651-fc47-bee9-64a65273d892;BOGA;Bordure gauche;3813;Randborde;1125;Spannbetonkonstruktion;0;45391;120;m²;0;TRUE;TRUE;2;16;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;cc539b1d-eba4-e041-8408-2574ed03505b;GLGA;Glissière gauche;663;Leitschranke;1141;Stahlkonstruktion;2;45391;120;m;0;TRUE;TRUE;2;25;40;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;fd028c4a-ea8f-c446-90e1-7fbd50413fe3;JOLS;Joint de chaussée côté Lausanne;404;Fahrbahnübergang mit Dehnprofil;1141;Stahlkonstruktion;2;45391;13;m;0;TRUE;TRUE;2;19;60;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;80753a00-6df6-2d42-ad3c-a68c31ef226c;POY;Poutre sur axe Y;3303;Vollwandträger;1126;Spannbetonkonstruktion (ohne Verbund);2;43691;330;m²;0;TRUE;TRUE;2;11;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;97cf49d2-2281-da4f-8184-a1193a18c9cd;RE;Revêtement;631;Deckschicht;221;Asphaltmischgut;2;45391;1315;m²;0;TRUE;TRUE;2;24;80;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;cdfb02f7-a897-f643-b3f9-bf2788c36bed;APCULSY;Appui guidé culée Lausanne axe Y;3918;Horizontalkraftlager;1201;Stahllager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;5bb26c47-ff04-9b4d-85ef-1d0929d9fdab;GLDR;Glissière droite;663;Leitschranke;1141;Stahlkonstruktion;2;45391;120;m;0;TRUE;TRUE;2;25;40;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;a3ea35d5-6618-0541-9810-e68ac7716cf3;POZ;Poutre sur axe Z;3303;Vollwandträger;1126;Spannbetonkonstruktion (ohne Verbund);2;43691;330;m²;0;TRUE;TRUE;2;11;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;64d4e5bb-bffb-bf45-99e4-dacc318c36c3;ENTA;Entretoise sur palée A;3816;Querträger;1125;Spannbetonkonstruktion;2;43691;28;m²;0;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;fc6fb4fb-fd5f-d145-b11f-59b0ae319c79;POX;Poutre sur axe X;3303;Vollwandträger;1126;Spannbetonkonstruktion (ohne Verbund);2;43691;330;m²;0;TRUE;TRUE;2;11;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;4abfa498-315c-3347-9d0c-f59adc04215c;TA;Tablier;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;3;43691;2731;m²;0;TRUE;TRUE;3;14;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;6ac01ff1-9cc8-0342-b54a-4ebd6734609b;JOST;Joint de chaussée côté St-Maurice;404;Fahrbahnübergang mit Dehnprofil;1141;Stahlkonstruktion;2;45391;13;m;0;TRUE;TRUE;2;19;60;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;85e8f541-bd5d-2c4c-ad49-e0985d91f617;PAD;Palée sur Axe D;3213;Stützenreihe mit Joch;1125;Spannbetonkonstruktion;2;43691;60;m²;0;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;f5d239b9-714f-334a-bab9-5798bbf6ac7f;APPACX;Appui fixe palée C axe X;3912;Punktkipplager;1201;Stahllager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;b4a3bff9-ddb8-5e4d-896f-e2256373efa5;ENTLS;Entretoise culée côté Lausanne;3816;Querträger;1125;Spannbetonkonstruktion;2;43691;38;m²;0;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;30754cae-a266-a947-b578-2665dde13ec6;CUST;Culée côté St-Maurice;3101;Widerlager mit Kontrollgang;1125;Spannbetonkonstruktion;3;43691;60;m²;0;TRUE;TRUE;3;5;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;cd6481ea-1312-4633-a81b-469f8978c6d1;APPABY;Appui palée B axe Y;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;8a0e1695-bd1b-4df1-9d4d-32088e0d62a8;APPADZ;Appui palée D axe Z;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;be06e013-7f67-4f0f-bf16-926bf657fc5a;APPACY;Appui fixe palée C axe Y;3912;Punktkipplager;1201;Stahllager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;a1172fc4-2351-4e09-ad0f-01a0413b0275;APPACZ;Appui fixe palée C axe Z;3912;Punktkipplager;1201;Stahllager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;bab5e800-9338-4ab6-9cd6-a2ca2a22fb9e;APCUSTY;Appui guidé culée St-Maurice axe Y;3918;Horizontalkraftlager;1201;Stahllager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;6ef1568b-4289-434e-9415-596ebf3002b4;APCULSZ;Appui culée Lausanne axe Z;3912;Punktkipplager;1202;Elastomerlager;2;43691;1;Stk;0;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;509997d6-3a6e-4195-b272-30dc54ae0ce6;APCUSTX;Appui culée St-Maurice axe X;3912;Punktkipplager;1202;Elastomerlager;3;43691;1;Stk;0;TRUE;TRUE;3;18;70;neutral;20;2;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;ba302707-7fc1-b146-9477-0738e04c3abf;BODR;Bordure droite;3813;Randborde;1125;Spannbetonkonstruktion;0;45391;120;m²;0;TRUE;TRUE;2;16;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;b6769d28-e8f8-334d-b3c9-206643f77669;CULS;Culée côté Lausanne;3101;Widerlager mit Kontrollgang;1125;Spannbetonkonstruktion;3;43691;75;m²;0;TRUE;TRUE;3;5;10;neutral;80;4;3;0.05;TRUE;TRUE
a7eec0a0-cf5e-304c-b44d-d51bf0b2d165;09P063-G;Pont des Curnilles - Gauche;2;43691;1969;0fef231f-6f8a-4043-b760-c384092b40ca;ENTST;Entretoise culée côté St-Maurice;3816;Querträger;1125;Spannbetonkonstruktion;2;43691;38;m²;0;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;1a1fc649-d39b-2644-8ff4-c28ed0537a28;EN2;Entretoise sur PI1;3816;Querträger;1123;Stahlbetonkonstruktion;2;45043;21;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;bbfb14b7-d570-43ac-b3a1-266632163ef4;PADR;Parapet droit;660;Leitmauer;1123;Stahlbetonkonstruktion;1;45069;190;m²;1972;TRUE;TRUE;1;16;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;292da41d-e3c2-4b21-9236-c171b2dd5ce5;AP2G;Appui 2 côté gauche;3912;Punktkipplager;1201;Stahllager;2;45043;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;5ec99641-d8d0-2f49-a49a-16ed8691dd59;CUVE;Culée côté Vevey;3101;Widerlager mit Kontrollgang;1123;Stahlbetonkonstruktion;2;45217;110;m²;1974;TRUE;TRUE;2;5;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;7a18348f-d860-5e48-9955-4ef6c900af24;BOGA;Bordures côté gauche;3813;Randborde;1123;Stahlbetonkonstruktion;3;43299;96;m²;1974;TRUE;TRUE;3;16;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;55601b74-cab8-c741-9a0e-74830398046e;POGA;Poutres côté gauche;3303;Vollwandträger;1125;Spannbetonkonstruktion;2;45043;198;m²;1974;TRUE;TRUE;2;11;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;c027dcbe-6e37-674a-b63b-af9eed7eeb2a;TACE;Tablier partie centrale;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;2;45043;770;m²;1974;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;1baa3371-ecaf-47da-be50-f316379f6c4c;PAGA;Parapet gauche;660;Leitmauer;1123;Stahlbetonkonstruktion;1;45069;190;m²;1972;TRUE;TRUE;1;16;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;b8663b20-0242-764d-b318-a0a0c883082f;TADR;Console côté droite;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;2;45043;390;m²;1974;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;6d1846a6-9033-e34c-8f20-a455745f51ca;AP1D;Appui 1 côté droite;3912;Punktkipplager;1201;Stahllager;2;45043;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;0a14d391-06fd-ef47-9ba2-607356e19856;RE;Revêtement;631;Deckschicht;221;Asphaltmischgut;3;45069;845;m²;1974;TRUE;TRUE;3;24;80;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;e7f11144-f194-7f4c-a154-d9113132a2b8;MAVV;Mur aval culée Vevey;3801;Wand, Scheibe;1123;Stahlbetonkonstruktion;2;45217;65;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;7d5ac30a-0ea1-4734-b7d7-4eb821acef28;AP2D;Appui 2 côté droite;3912;Punktkipplager;1201;Stahllager;2;45043;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;8e89a4e7-210d-48fb-96ee-8afe01547886;ET;Etanchéité;5403;Fahrbahnabdichtung;21;Abdichtungsart;92;43306;845;m²;1974;TRUE;TRUE;3;23;90;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;67a19cde-b4b4-ba48-be06-50c262acf635;JOLS;Joint de chaussée culée LS;404;Fahrbahnübergang mit Dehnprofil;A;-------------------;3;45069;13;m;1974;TRUE;TRUE;3;19;60;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;5da25e5f-a31c-49ca-b29f-212e9b14beb7;PID2;Pile double 2;3224;Doppelpfeiler mit Joch;1123;Stahlbetonkonstruktion;2;45043;26;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;6cdbf108-a5f2-7247-9215-c3d406418f30;PID1;Pile double 1;3224;Doppelpfeiler mit Joch;1123;Stahlbetonkonstruktion;2;45043;26;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;2190de27-b016-f64d-b452-d082200fa73a;EN1;Entretoise culée Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45043;21;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;425e9348-d68d-42a5-a758-dd7a5c8ea6a7;MAMV;Mur amont culée Vevey;3801;Wand, Scheibe;1123;Stahlbetonkonstruktion;2;45217;65;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;c33bf0b0-d58c-4de8-97d9-cb3d54ac98f5;EN4;Entretoise culée Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45217;6;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;f23faabb-abcb-49a9-8b36-c2d278dc8295;ET;Etanchéité;5403;Fahrbahnabdichtung;21;Abdichtungsart;1;45043;845;m²;1972;TRUE;TRUE;1;23;90;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;bef9d171-6087-4c28-8c3e-366cc172b399;EN3;Entretoise sur PI2;3816;Querträger;1123;Stahlbetonkonstruktion;2;45043;21;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;e72c7832-ae70-cf49-a4d3-1260e8af550e;PODR;Poutres côté droite;3303;Vollwandträger;1125;Spannbetonkonstruktion;2;45043;198;m²;1974;TRUE;TRUE;2;11;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;947b4b48-34ba-854b-a9a1-e6d671ab1cb8;AP1G;Appui 1 côté gauche;3912;Punktkipplager;1201;Stahllager;2;45043;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;7d5787b6-69e6-4a57-9f6b-fe38a80f76a2;AP0D;Appui 0 culée Lausanne côté droite;3912;Punktkipplager;1201;Stahllager;2;45217;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;58eaa6f5-6666-4ec9-afea-faa4c50238d9;AP3D;Appui 3 culée Vevey côté droite;3912;Punktkipplager;1201;Stahllager;2;45217;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;b769216c-d8f9-fd41-a748-3cf04ee04235;BODR;Bordures côté droite;3813;Randborde;1123;Stahlbetonkonstruktion;3;43301;96;m²;1974;TRUE;TRUE;3;16;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;579f0f77-8409-b84d-9b56-fa08c1140b14;CULS;Culée côté Lausanne;3101;Widerlager mit Kontrollgang;1123;Stahlbetonkonstruktion;2;45043;110;m²;1974;TRUE;TRUE;2;5;10;neutral;80;4;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;7515149a-1abd-42cf-8b3f-45893c9b046d;AP0G;Appui 0 culée Lausanne côté gauche;3912;Punktkipplager;1201;Stahllager;2;45217;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;73980797-4691-4c48-8604-6b86a6e9d28e;AP3G;Appui 3 culée Vevey côté gauche;3912;Punktkipplager;1201;Stahllager;2;45217;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
baafee36-410f-1e4d-aae5-76df35da7a2a;09P054-G;Estacade de la Cornallaz - Gauche;2;45043;1972;a77dd213-98a4-614d-bc46-566de0b82e1f;TAGA;Console côté gauche;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;2;45043;390;m²;1974;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;e9c18a54-a854-7b45-8f48-f024e37b6d23;T;Tablier;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;2;43711;3565;m²;1970;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;c82cdefa-36fb-422e-a0ac-2941d60d2834;AP_1D;Appareil d'appui pile 1 droite;3912;Punktkipplager;1201;Stahllager;92;43710;1;Stk;1970;TRUE;TRUE;3;18;70;neutral;20;2;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;0373fc4f-a750-0a4c-85bd-4e784aa7831c;BO_G;Bordure gauche (Amont);3813;Randborde;1123;Stahlbetonkonstruktion;2;43711;466;m²;1970;TRUE;TRUE;2;16;10;neutral;80;4;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;fd19fa96-fdad-ea48-8d8e-29a282a333bd;AP_0D;"Appareil d'appui culée ""Lausanne"" droite (Aval) ";391;Lager;1201;Stahllager;3;43710;1;Stk;1970;TRUE;TRUE;3;18;70;neutral;20;2;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;219376fb-de60-f04c-8102-8363313ff1a8;PO_D;Poutre principale droite (métal);3303;Vollwandträger;1141;Stahlkonstruktion;2;43711;1459;m²;1970;TRUE;TRUE;2;11;40;neutral;80;4;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;4a201b15-e79c-654d-9fe6-997062199b1e;CUA_V;"Culée ""Valais""";3101;Widerlager mit Kontrollgang;1123;Stahlbetonkonstruktion;3;43713;160.4;m²;1970;TRUE;TRUE;3;5;10;neutral;80;4;3;0.05;TRUE;TRUE
e7f7f638-c676-ab47-9675-72a54c417b18;09P090-D;Pont sur la Baye de Montreux - Droite;2;43713;1970;e3b6125a-2fdd-4a58-9d6b-510e09a93e4c;AP_1G;Appareil d'appui pile 1 gauche;3912;Punktkipplager;12;Lager;92;43711;1;Stk;1970;TRUE;TRUE;3;18;70;neutral;20;2;3;0.05;TRUE;TRUE
